pH,TDS,Turbidity,Phospate,Nitrate,Iron,COD(mg/L),Chlorine,Sodium,Class
7.4,963,0.23,0.022852666,7,0.321655062,396,3,9,0
7.5,922,3.06,0.008068119,7,0.351915443,419,3,20,0
7.6,875,1.5,0.023257125,6,0.378844407,416,3,20,0
7.6,817,3.63,0.017763555,7,0.360778129,421,2,7,0
7.5,704,1.43,0.012180799,7,0.390368588,399,1,7,1
7.4,885,1.66,0.012438373,6,0.312113017,426,1,3,0
7.5,826,3.83,0.024731057,8,0.379645526,390,2,12,1
7.6,769,2.46,0.016623113,6,0.406096707,395,1,9,0
7.6,771,2.45,0.010678608,6,0.361911196,417,1,6,0
7.5,871,3.53,0.010874332,7,0.340589096,409,1,6,0
7.4,843,2.33,0.002687045,8,0.356894426,412,4,2,0
7.5,688,2.76,0.002801977,7,0.36911658,390,3,20,0
7.6,898,2.34,0.002883861,7,0.381838797,425,1,14,0
7.6,739,3.17,0.029901841,8,0.313758634,429,3,10,0
7.5,654,1.02,0.029887443,8,0.338198747,429,3,18,0
7.6,767,0.26,0.015129219,6,0.361216802,403,3,16,0
7.6,732,3.76,0.027372712,8,0.384441327,429,4,13,0
7.5,869,1.44,0.020876203,7,0.395782987,420,3,16,0
7.6,728,1.7,0.019557754,7,0.404851445,425,2,4,0
7.6,852,1.87,0.005049068,7,0.403449124,427,4,15,0
7.6,718,0.34,0.003157032,8,0.393012251,394,2,11,0
7.5,737,2.59,0.000391075,7,0.407938706,392,2,9,0
7.6,979,3.62,0.025246272,8,0.397459467,393,4,19,0
7.6,677,3.13,0.026059531,6,0.401807192,426,1,7,0
7.5,883,4.17,0.002447,8,0.308775878,392,3,13,0
7.6,719,2.04,0.015957379,6,0.334785395,416,1,10,0
7.6,660,1.03,0.022034791,7,0.37755607,404,1,20,0
7.6,686,2.08,0.027451641,6,0.383038965,406,1,2,0
7.6,973,0.29,0.000920134,8,0.330888116,410,4,19,0
7.5,813,3.29,0.026715761,7,0.323357276,423,1,16,0
7.4,820,0.26,0.004618802,7,0.397484537,423,2,3,0
7.4,676,3,0.007728582,6,0.319284044,401,2,10,0
7.6,956,2.59,0.010289654,8,0.312146367,406,2,1,0
7.5,665,2.36,0.000628663,8,0.364597757,397,2,12,0
7.6,821,3.86,0.022235706,6,0.310451125,391,2,10,1
7.6,878,2.33,0.001104441,8,0.40114127,403,1,16,0
7.5,820,3.33,0.006069902,7,0.391543795,399,2,18,1
7.6,878,1.65,0.029516438,6,0.30375904,391,1,17,1
7.6,740,2.53,0.00585838,7,0.394742067,412,3,13,0
7.6,843,1.99,0.019412054,8,0.388399275,429,4,12,0
7.5,726,4.13,0.021536369,8,0.30857497,390,2,14,1
7.6,759,2.15,0.000691128,7,0.398837703,430,1,10,0
7.6,862,2.64,0.009493915,6,0.327663645,400,4,5,0
7.5,735,3.93,0.00346124,8,0.32106728,402,2,10,0
7.6,645,1.63,0.021792756,8,0.334156289,402,4,6,0
7.6,826,3.38,0.022337608,6,0.30511605,421,1,9,0
7.6,861,3.12,0.025375428,8,0.378361873,414,2,18,0
7.5,695,1.42,0.005327512,7,0.376519656,414,4,1,0
7.6,817,2.46,0.01386308,6,0.340670604,398,3,19,1
7.5,735,1.77,0.025211543,6,0.324509065,429,2,11,0
7.6,713,2.65,0.003961579,7,0.375540813,406,1,12,0
7.6,649,1.83,0.015474437,7,0.357043132,392,1,2,1
7.6,756,3.45,0.028461203,6,0.401218512,420,3,19,0
7.5,896,1.61,0.024381337,8,0.336065233,415,3,19,0
7.6,642,0.38,0.022348481,6,0.342629213,406,3,8,0
7.6,886,1.43,0.029943701,7,0.373727074,430,2,10,0
7.5,788,1.68,0.009433028,8,0.343422402,427,4,9,0
7.6,746,1.79,0.016776392,8,0.40655517,424,2,9,0
7.6,645,4.07,0.019794911,8,0.378985703,392,1,4,1
7.6,821,1.56,0.015162324,7,0.327627018,398,2,12,1
7.506808557,952,3.07,0.016521693,7,0.381609299,397,4,9,0
7.511526344,717,3.37,0.013869816,6,0.395793358,410,4,7,0
7.544926629,659,0.77,0.021049946,6,0.305211977,403,2,20,0
7.548743196,788,2.71,0.005068437,6,0.381702817,400,4,2,0
7.501935028,714,0.11,0.0034878,6,0.321019215,394,2,3,0
7.581105807,922,3.57,0.019193872,8,0.407461942,405,2,17,0
7.518995543,781,0.29,0.023461944,8,0.336981522,413,2,18,0
7.533261786,810,4.17,0.002885631,7,0.394084385,407,1,5,0
7.501165808,911,2.03,0.01981408,7,0.306803041,401,4,20,0
7.505603334,899,2.41,0.014567544,6,0.302214521,425,1,4,0
7.587774784,918,1.18,0.011570978,6,0.369112286,403,4,18,0
7.554200195,957,0.81,0.004295006,8,0.324212523,406,1,1,0
7.584372891,671,1.9,0.01108135,6,0.319262545,424,3,13,0
7.51114733,660,0.19,0.004246503,8,0.326157759,399,4,17,0
7.51970988,820,2.18,0.005540483,6,0.313543374,430,2,3,0
7.581144268,726,0.4,0.006163468,8,0.378079856,393,4,17,1
7.582336114,945,1.7,0.014688127,6,0.373890492,396,1,14,0
7.577998733,746,0.32,0.019431444,8,0.382895069,420,4,20,0
7.538062609,755,2.95,0.002945051,8,0.34430602,393,2,20,0
7.54878109,676,3.25,0.019041949,6,0.392510568,405,3,12,0
7.544233532,692,2.64,0.020309187,6,0.364491932,392,2,12,1
7.571675594,780,2.73,0.02896843,8,0.315583809,409,4,1,0
7.584330736,722,2.21,0.008637742,8,0.381994208,397,2,20,1
7.571922957,841,3.93,0.014266809,8,0.369188812,393,3,19,1
7.52287918,758,3.34,0.002016164,6,0.398561127,425,2,13,0
7.575477972,635,1.78,0.023035444,8,0.352644677,394,3,11,1
7.526817091,741,3.09,0.019581079,6,0.40419965,423,4,14,0
7.514270959,746,3.78,0.01283633,7,0.31668059,427,4,1,0
7.53517696,806,0.61,0.00231831,7,0.306053385,401,4,20,0
7.524836602,687,1.29,0.005316566,6,0.305424135,406,1,13,0
7.533313789,744,0.9,0.016570753,7,0.408602218,396,4,3,0
7.530111199,681,3.96,0.019735578,6,0.371484905,421,4,5,0
7.554449843,808,1.36,0.011425018,7,0.361209301,393,3,2,1
7.529116664,938,2.53,0.023715505,7,0.321768415,417,1,8,0
7.56339359,883,2.46,0.028745185,8,0.349681391,430,2,8,0
7.590577872,759,1.18,0.014575439,8,0.408509551,407,4,16,0
7.582720044,973,3.21,0.004315367,8,0.356680043,396,4,5,0
7.565907256,762,1.81,0.013203734,7,0.33743202,423,1,10,0
7.592464848,858,0.94,0.014864158,7,0.400546946,414,2,15,0
7.55217187,763,1.36,0.004274808,6,0.384178459,391,4,16,0
7.510602929,883,1.26,0.000259495,6,0.317822976,394,3,15,0
7.598754805,691,2.17,0.008321207,6,0.362139557,420,1,3,0
7.524081858,758,0.18,0.017942652,6,0.349634272,391,4,3,1
7.588378378,645,2.57,0.012223896,8,0.378764112,404,3,2,0
7.507287916,877,3.85,0.000388154,8,0.390498563,390,3,1,0
7.594115312,893,3.86,0.026680494,8,0.382498455,404,4,15,0
7.549882765,696,1.19,0.025001547,8,0.380827533,422,3,6,0
7.557022981,796,0.47,0.007721133,6,0.388493192,391,2,20,1
7.538201922,784,2.87,0.015101541,8,0.334844131,400,2,10,0
7.522149729,788,3.63,0.027508126,6,0.384138859,424,4,13,0
7.574762202,866,1.66,0.014396498,8,0.301444139,416,2,3,0
7.532793264,779,3.7,0.004149418,7,0.341020389,390,2,7,0
7.506466843,653,2.02,0.021203913,7,0.304665091,430,3,2,0
7.51413859,970,1.16,0.002826261,7,0.336276638,397,2,6,0
7.541262407,682,4.03,0.017752719,8,0.406001378,404,1,14,0
7.596115616,903,3.47,0.027146049,8,0.325210376,420,3,15,0
7.54019817,779,3.34,0.017109911,6,0.367022071,396,4,2,1
7.551890675,934,2.29,0.009822455,8,0.338790026,403,1,1,0
7.501855937,978,2.87,0.005982852,7,0.36627362,390,1,5,0
7.572937736,688,4.18,0.002187673,7,0.356495857,423,3,6,0
7.520328289,918,1.91,0.028188996,7,0.381683335,400,2,10,0
7.563533279,907,1.68,0.017873488,7,0.405895741,408,2,3,0
7.56712925,731,1.69,0.012992496,8,0.385757574,418,4,11,0
7.56670814,714,0.26,0.024888724,8,0.322500052,412,4,3,0
7.576191101,846,1.12,0.008120531,7,0.372885247,411,4,5,0
7.508507865,731,0.55,0.020592174,7,0.312729234,396,4,16,1
7.586289905,867,0.35,0.02399387,7,0.404778173,393,1,20,0
7.529392842,637,0.17,0.022717497,6,0.310456967,406,3,3,0
7.536478387,884,1.1,0.021731048,6,0.374859848,404,4,18,0
7.516835405,870,3.01,0.014150551,6,0.30801026,425,1,5,0
7.54504017,931,0.76,0.023230386,8,0.309778622,408,1,13,0
7.563314712,925,3.04,0.015074424,7,0.369034774,409,1,10,0
7.581322389,643,2.02,0.011330803,7,0.300359425,397,1,9,1
7.553649714,916,3.4,0.012644292,7,0.318121346,419,1,11,0
7.578439682,884,3.23,0.023875439,7,0.304245543,429,3,2,0
7.544069002,715,4,0.008266549,6,0.368620668,428,2,7,0
7.54799565,758,1.55,0.022192432,8,0.376650952,403,4,10,0
7.506867405,976,1.54,0.013565929,6,0.3116811,409,3,1,0
7.540818369,715,0.24,0.01570957,6,0.405142955,413,1,18,0
7.536681986,633,3.47,0.008112722,6,0.316344954,411,1,15,0
7.563875153,910,2.34,0.003749373,7,0.385335731,406,1,19,0
7.566050726,821,1.01,0.010185614,6,0.360820186,415,1,12,0
7.534522773,648,1.25,0.026684305,6,0.332882309,417,2,17,0
7.536286422,642,2.31,0.022584593,8,0.35479493,403,2,5,0
7.587416952,754,0.76,0.000708288,7,0.317555424,416,1,7,0
7.511901881,803,2.78,0.008137402,8,0.389815955,397,2,8,1
7.591486668,629,3.93,0.010923054,8,0.392609171,395,4,10,1
7.596236894,939,0.37,0.005546908,8,0.365536395,405,1,18,0
7.504978018,939,3.22,0.01812415,6,0.34572672,390,3,6,0
7.515658375,715,4.07,0.027318569,8,0.394827165,417,3,20,0
7.551765136,742,1.78,0.00830246,6,0.400497163,419,1,7,0
7.576400487,807,3.77,0.017615662,7,0.350172484,390,1,20,1
7.524458219,943,2.87,0.007616651,6,0.304938562,403,4,14,0
7.574830572,964,3.45,0.021963917,8,0.316107408,401,2,1,0
7.574990269,656,3.26,0.021174316,7,0.380174866,420,3,3,0
7.519716758,711,2.35,0.006771735,6,0.379386817,427,2,11,0
7.516515364,689,0.86,0.016954761,8,0.325753812,419,2,19,0
7.59829656,797,1.89,0.000678613,6,0.331631027,394,3,20,0
7.577442556,715,2.95,0.002761974,6,0.379793353,395,1,7,0
7.559468849,823,2.82,0.024246341,6,0.318704667,425,3,15,0
7.540327715,938,2.25,0.028286319,6,0.344150072,415,2,18,0
7.565653414,952,1.58,0.006203631,7,0.341074946,412,2,11,0
7.525772959,884,1.64,0.025819063,7,0.30011231,425,2,17,0
7.562755427,642,1.29,0.003511381,6,0.361922643,423,1,8,0
7.569977813,924,2.01,0.003305412,6,0.393798814,398,2,15,0
7.572949485,686,0.78,0.026711835,6,0.394508761,426,2,8,0
7.56060268,852,0.49,0.005515166,7,0.30621527,430,4,2,0
7.546752388,651,0.54,0.012158372,6,0.399441965,427,2,13,0
7.519485922,625,1.22,0.021101147,7,0.339030395,418,3,14,0
7.577542049,659,1.84,0.001966684,6,0.349193331,418,3,2,0
7.505447023,924,0.12,0.020127448,8,0.340410894,398,3,13,0
7.529575252,809,1.41,0.02471606,7,0.393772531,418,2,1,0
7.53597271,741,3.58,0.025914373,7,0.381985461,398,2,12,1
7.593091355,676,0.45,0.020628903,8,0.407183067,402,4,20,0
7.562184359,789,3.21,0.004621492,7,0.35566554,430,1,8,0
7.534575574,855,2.81,0.008481382,8,0.321138917,427,2,2,0
7.518420447,961,1.01,0.015900594,6,0.387924104,390,4,8,0
7.511099115,850,3.82,0.01345803,7,0.408185372,426,4,15,0
7.582820267,862,3.57,0.000397126,7,0.380484017,393,3,15,0
7.515146507,649,3.74,0.008953658,8,0.3445509,416,4,3,0
7.554536125,635,2.79,0.029932119,7,0.307100615,412,3,10,0
7.580387628,730,0.53,0.016797841,8,0.386120169,417,3,12,0
7.516529433,961,3.61,0.003149137,6,0.304693702,430,3,13,0
7.509888813,770,2.44,0.017424108,8,0.325982314,411,4,1,0
7.573434253,872,2.85,0.011684646,6,0.35465525,401,2,3,0
7.520027051,799,0.74,0.016961916,7,0.375247404,393,3,11,1
7.57128618,885,3.44,0.024313868,8,0.390925902,408,2,10,0
7.593328519,778,1.49,0.015080582,6,0.324756281,393,4,17,1
7.572113345,762,3.59,0.021261044,8,0.340370759,396,2,17,1
7.592836518,735,3.4,0.012249249,6,0.404620323,390,4,3,0
7.579288645,690,1.89,0.018090759,7,0.370855836,400,1,9,0
7.593404854,659,1.51,0.007364614,7,0.333510471,421,3,11,0
7.571012604,859,3.43,0.024534765,8,0.32735785,400,3,9,0
7.501724992,708,0.76,0.009837802,8,0.367678714,393,3,18,1
7.576517306,883,2.18,0.0046347,7,0.310161443,410,4,12,0
7.582346297,911,3.08,0.010640382,6,0.326772083,404,4,20,0
7.589917135,973,0.58,0.022573198,8,0.408654695,430,1,12,0
7.513283661,632,0.97,0.013694484,8,0.354707637,401,4,14,0
7.506827649,658,1.73,0.020793745,7,0.346835573,393,4,3,1
7.544433225,900,3.53,0.017269721,8,0.335773211,428,4,12,0
7.568348663,640,3.35,0.01626765,8,0.396470668,417,2,15,0
7.546272954,938,2.06,0.011068198,6,0.329253074,401,3,20,0
7.534410864,969,0.9,0.016345989,6,0.358238534,430,1,1,0
7.580839292,696,0.38,0.013888032,8,0.37384949,414,4,14,0
7.581451994,876,2.53,0.016581114,6,0.338603892,416,3,17,0
7.512902297,631,2.76,0.006480135,8,0.352024444,403,1,19,0
7.514480556,912,1.69,0.012622481,6,0.398279779,428,3,3,0
7.529914005,881,0.35,0.014817969,6,0.306351778,401,1,20,0
7.511883837,973,3.8,0.022655687,8,0.318841175,403,1,11,0
7.510843232,957,1.06,0.011332268,7,0.302319809,404,3,17,0
7.590172075,642,3.01,0.011757238,7,0.377581135,410,2,20,0
7.560601223,774,3.28,0.01050767,6,0.358208609,413,3,8,0
7.505096239,821,0.34,0.018692202,7,0.364640494,424,3,1,0
7.576522771,686,0.27,0.012912361,7,0.390036236,413,2,15,0
7.588127549,819,2.54,0.004915102,8,0.400862874,404,3,20,0
7.517310839,890,1.78,0.007208805,8,0.395568977,401,3,11,0
7.544748304,745,3.84,0.029715269,6,0.409895921,426,4,3,0
7.589124639,923,0.55,0.029842659,6,0.403304082,420,4,5,0
7.53925861,923,0.7,0.006128134,6,0.310411271,393,2,8,0
7.570520591,629,1.92,0.010680112,7,0.308662826,414,4,13,0
7.503012282,729,2.17,0.009559009,6,0.395036069,404,3,11,0
7.542159585,783,2.66,0.007968751,8,0.341882269,415,3,11,0
7.574827608,676,0.46,0.011754167,6,0.368948552,402,1,20,0
7.575502533,772,2.58,0.012374491,8,0.310076353,415,3,16,0
7.512681351,683,0.99,0.010939223,6,0.390203002,390,4,11,1
7.513841927,746,3.58,0.01377177,6,0.387762015,414,4,10,0
7.502702344,674,3.39,0.000308521,6,0.376478227,426,1,15,0
7.525889085,922,3.9,0.020221712,7,0.385499187,425,2,6,0
7.524831798,880,0.27,0.006709101,8,0.300585825,398,2,16,1
7.528889939,842,1.4,0.010387808,8,0.384302504,421,2,13,0
7.539227595,901,1.32,0.001144604,7,0.38327028,426,1,1,0
7.525225156,676,3.28,0.019403987,8,0.368947529,415,4,11,0
7.523190008,809,0.34,0.005877941,6,0.361445304,417,3,5,0
7.52030124,779,1.65,0.028146677,6,0.366917491,391,3,20,1
7.596619201,673,3.93,0.002262296,6,0.382061373,414,4,4,0
7.576354732,775,1.48,0.027834014,7,0.379439212,426,1,8,0
7.540947011,718,1.14,0.001460096,8,0.409880023,402,1,11,0
7.561411949,883,2.73,0.008664395,7,0.328663694,393,4,9,1
7.510518265,690,3.65,0.022612085,7,0.316030449,398,4,16,1
7.542090547,774,1.41,0.020055981,6,0.30828032,427,4,20,0
7.534406619,664,3.08,0.018271582,8,0.35372723,422,2,13,0
7.535807482,848,3.67,0.028128909,7,0.366751083,404,1,10,0
7.564788685,884,1.34,0.027154142,6,0.387345365,417,1,3,0
7.56554516,926,3.5,0.020277941,6,0.314718072,396,3,13,0
7.534067743,634,2.34,0.013567985,7,0.373629986,390,2,5,1
7.506013755,648,4.06,0.022514085,8,0.401170797,414,2,1,0
7.503307031,753,2.36,0.004049525,7,0.345641796,424,4,14,0
7.520689726,812,3.29,0.015201606,8,0.367013531,425,2,7,0
7.507400567,702,1.08,0.004037329,6,0.330259222,399,3,5,0
7.547404449,824,2.95,0.019890592,6,0.37729332,415,4,13,0
7.591891057,974,1.3,0.015196868,7,0.349021516,398,2,16,0
7.540036126,631,3.61,0.023690837,6,0.359442704,407,3,4,0
7.539054905,848,0.49,0.009228102,8,0.356030215,403,1,1,0
7.585518665,943,3.07,0.013614744,6,0.401965196,401,3,4,0
7.505953157,934,1.85,0.017320311,6,0.395699632,391,3,8,0
7.573003106,648,0.99,0.014864638,6,0.326090674,410,2,13,0
7.5193382,795,0.27,0.000761552,7,0.31084786,414,3,11,0
7.552648162,889,2.07,0.001378519,8,0.378560174,426,3,18,0
7.52236944,684,2.05,0.012984943,8,0.339106158,402,2,3,0
7.542777441,643,3.35,0.009363794,7,0.328113799,427,2,16,0
7.507276922,688,1.81,0.02405227,8,0.408419465,405,1,15,0
7.565927592,807,1.55,0.016109779,7,0.377157204,429,2,14,0
7.529507995,713,2.02,0.007923173,7,0.343306651,400,3,17,0
7.548532375,851,2.49,0.028499766,6,0.309230429,410,2,11,0
7.578346436,957,0.19,0.016106306,6,0.397261392,404,4,20,0
7.522025686,669,0.22,0.023558128,7,0.389032283,393,2,2,1
7.55496201,961,1.68,0.013145023,7,0.40697498,421,3,19,0
7.510103837,929,4.19,0.025548245,6,0.328150647,420,4,1,0
7.543630499,908,1.55,0.008786142,6,0.320211026,420,4,12,0
7.562894693,828,1.84,0.001992861,6,0.369263174,403,2,2,0
7.594337946,799,1.12,0.010078426,8,0.405163295,419,2,9,0
7.505243033,737,2.74,0.010491642,8,0.341400391,402,3,15,0
7.575518582,686,3.91,0.019036682,6,0.343986698,400,4,13,0
7.559818709,646,2.78,0.024652559,7,0.340135574,390,2,15,1
7.549745699,689,2.86,0.027308677,7,0.409033469,423,4,4,0
7.567311292,891,4.15,0.003456867,8,0.360343987,415,2,18,0
7.546148115,683,1.63,0.027847298,8,0.347654847,400,4,18,0
7.569376664,735,1.87,0.024663191,8,0.394899178,429,2,10,0
7.585924605,910,1,0.015880975,7,0.344666249,399,1,20,0
7.525115187,702,2.54,0.00168976,7,0.343361628,391,1,14,0
7.528085979,772,3.8,0.011555909,8,0.370572798,400,2,15,0
7.508976923,948,1.17,0.024007753,6,0.403681213,417,2,3,0
7.571896256,903,3.93,0.02817116,7,0.408384593,426,4,1,0
7.589456683,958,2.14,0.01575941,6,0.397138583,413,4,20,0
7.565567134,826,1.01,0.02930727,8,0.347665818,408,3,5,0
7.542313645,956,3.9,0.007252368,8,0.332557329,405,2,15,0
7.556257075,966,1.98,0.005993166,8,0.306753772,430,2,12,0
7.587490044,667,3.1,0.029900294,7,0.390654438,403,1,20,0
7.512701354,728,2.34,0.025699168,8,0.322170249,417,4,3,0
7.568416273,801,0.63,0.013854065,6,0.361847052,399,2,10,1
7.586436843,700,2.15,0.006021722,6,0.361262361,430,2,7,0
7.528747584,646,3.89,0.015642256,8,0.332369002,420,2,19,0
7.591072554,794,3.49,0.006100074,7,0.39567859,395,4,11,1
7.516186988,716,3.84,0.007864398,6,0.359637192,410,1,6,0
7.535757425,877,0.65,0.017961078,7,0.329561984,425,3,2,0
7.520830698,642,1.73,0.004372803,8,0.398169526,404,1,5,0
7.511458971,647,0.37,0.020905982,8,0.314247396,407,1,14,0
7.575208429,683,2.75,0.019376415,7,0.386941928,395,4,8,1
7.566709821,756,2.66,0.018054337,6,0.346493515,416,3,14,0
7.574132354,753,2.33,0.000255824,7,0.369828912,392,2,14,0
7.555671756,777,4.18,0.020752664,6,0.320147,405,2,18,0
7.562750736,782,0.68,0.021212428,7,0.363218137,426,2,14,0
7.549277713,905,2.23,0.015658388,7,0.362714002,410,1,12,0
7.571054594,632,0.99,0.010194211,8,0.317139002,418,3,20,0
7.534740678,880,3.57,0.026526417,8,0.394645656,423,3,10,0
7.578059454,723,2.01,0.0072347,8,0.323083495,415,4,12,0
7.540108801,662,3.38,0.024996669,8,0.354924097,393,2,10,1
7.52664452,972,1.41,0.01180016,6,0.355210404,417,2,15,0
7.571752067,656,4.07,0.009294215,8,0.315618441,419,1,19,0
7.52501392,833,1.62,0.02695501,7,0.39619656,416,2,13,0
7.594079952,732,2.5,0.00776083,6,0.380306858,422,1,11,0
7.504878642,734,0.97,0.022524099,7,0.34252635,418,3,14,0
7.59452995,682,3.99,0.002813629,7,0.391815554,420,1,19,0
7.587144942,688,3.86,0.02991313,6,0.387824523,402,1,20,0
7.564935433,810,1.8,0.001867198,7,0.405930315,416,4,19,0
7.541782882,902,2.7,0.013412803,8,0.310078816,392,3,3,0
7.528870025,878,2.92,0.009632923,7,0.3863833,421,3,19,0
7.542853846,911,1.72,0.004742987,6,0.310918109,418,1,1,0
7.559989181,767,2.48,0.01867322,7,0.390536098,413,3,9,0
7.566664464,630,3.07,0.016569198,7,0.300460485,418,3,9,0
7.502462477,747,0.13,0.003806093,8,0.360381252,415,1,3,0
7.523664293,741,1.98,0.018620979,7,0.341479073,430,3,8,0
7.570322179,917,0.62,0.006522344,7,0.375893979,417,3,8,0
7.579324741,851,0.76,0.015717627,8,0.387433708,429,4,8,0
7.512328356,646,0.96,0.025003774,7,0.303362592,415,1,9,0
7.535019246,754,0.49,0.026791811,7,0.40636123,415,1,4,0
7.57868218,667,3.84,0.008387349,7,0.401857206,393,4,14,0
7.528165662,657,3.84,0.02572917,6,0.405785441,401,3,7,0
7.591316478,745,1.05,0.025661323,6,0.405402229,410,4,15,0
7.590428577,971,0.53,0.010456068,6,0.321872283,391,1,15,0
7.587888237,922,1.16,0.00676415,7,0.328475516,393,3,7,0
7.540135634,626,2.77,0.024686528,7,0.303881509,427,4,19,0
7.541156714,963,3.52,0.010394804,7,0.389427792,423,3,15,0
7.563949725,736,0.92,0.009376563,8,0.334333253,424,2,13,0
7.591187663,624,3.61,0.028945769,8,0.309918773,391,1,6,1
7.502012015,839,3.12,0.01662645,6,0.395869261,404,2,20,0
7.501112906,944,1.87,0.006722256,8,0.320767372,404,3,16,0
7.528969411,786,0.27,0.016028948,7,0.350282512,400,3,4,0
7.5354353,967,4.12,0.012546266,7,0.349051405,403,1,13,0
7.581064362,872,1.67,0.013175296,8,0.339997883,413,1,4,0
7.533361158,855,0.21,0.007511574,6,0.302434419,401,4,13,0
7.507409492,651,2.41,0.025588287,7,0.31093741,402,2,15,0
7.585149754,952,1.29,0.023061228,7,0.340133382,414,3,14,0
7.511929583,714,2.02,0.008510679,6,0.375713768,423,1,19,0
7.579414455,975,4.11,0.024681595,7,0.355419567,426,4,12,0
7.532960819,809,3.83,0.00930466,8,0.307553001,420,1,18,0
7.539260358,813,3.22,0.016711176,8,0.334640417,410,2,19,0
7.519793569,850,1.16,0.016379518,8,0.392627682,395,3,11,1
7.531693451,915,0.14,0.015155941,6,0.379130071,407,1,20,0
7.503795521,662,0.64,0.0264586,6,0.391688316,427,1,11,0
7.54901667,739,2.17,0.004434836,6,0.331406193,417,1,4,0
7.59882192,951,0.28,0.014918022,8,0.358518927,404,1,20,0
7.585874248,814,3.73,0.02094867,6,0.321092838,398,2,9,1
7.502441146,969,3.03,0.02063856,8,0.367218845,390,4,13,0
7.563237369,732,2.83,0.024330781,7,0.343337262,390,2,10,1
7.551846612,700,3.36,0.023113253,7,0.374345695,429,2,7,0
7.510406097,644,1.68,0.016343537,7,0.315311122,408,2,16,0
7.588056049,808,2.89,0.004153698,7,0.313467852,412,2,4,0
7.557322981,791,0.13,0.000625072,6,0.339491858,415,2,10,0
7.501155029,925,1.65,0.014890989,7,0.353391404,403,4,11,0
7.583827227,661,2.68,0.02412435,7,0.334322276,425,3,14,0
7.562505116,845,1.95,0.00475976,6,0.345662328,423,1,11,0
7.542679514,846,0.89,0.028440645,6,0.3220592,394,2,2,1
7.587018842,850,3.41,0.012010968,6,0.347888546,429,2,1,0
7.585476744,796,3.8,0.009902539,8,0.385547368,393,1,3,1
7.554669374,641,1.67,0.023514574,8,0.323157251,425,2,1,0
7.532767653,918,0.86,0.007832851,6,0.339781148,400,4,3,0
7.537645924,949,2.1,0.019437582,8,0.405190177,391,1,15,0
7.502042491,690,1.82,0.002309629,8,0.367536669,421,4,8,0
7.51149936,818,1.98,0.029347767,8,0.349875109,422,2,4,0
7.52883178,648,2.32,0.001745372,7,0.362585763,416,1,15,0
7.509225351,815,0.46,0.00980621,7,0.315405564,404,2,10,0
7.597187512,772,0.37,0.018766043,6,0.301953969,395,3,11,1
7.594049207,972,1.74,0.004438612,8,0.384668476,391,4,10,0
